City,Country,Weekend/Weekday,Price,Room_Type,Room_Shared,Room_Private,Person_Capacity,Superhost?,Multiple_Rooms?,Business?,cleanliness_rating,guest_satisfaction_overall,bedrooms,Distance from City Center,Nearest Metro (km),attr_index,attr_index_norm,rest_index,rest_index_norm,longitude,latitude
Barcelona,Spain,Weekend,240.8825378,Private room,FALSE,TRUE,2,FALSE,0,0,9,96,1,0.982895507,0.357795959,773.2626521,29.8565646,1779.668525,39.09333822,2.17811,41.38072
Barcelona,Spain,Weekend,254.6140061,Private room,FALSE,TRUE,2,FALSE,0,0,8,86,1,0.776493962,0.322029121,581.5961172,22.45609819,1233.447263,27.09469227,2.17896,41.38901
Barcelona,Spain,Weekend,231.340331,Private room,FALSE,TRUE,4,TRUE,0,0,10,95,1,2.219284229,0.018710225,350.5862436,13.53654001,717.5670313,15.76253682,2.15238,41.40208
Barcelona,Spain,Weekend,212.9541276,Private room,FALSE,TRUE,2,TRUE,1,0,10,95,1,0.870898988,0.371829692,577.2595367,22.2886578,1253.439002,27.53384361,2.18029,41.38841
Barcelona,Spain,Weekend,260.1996881,Private room,FALSE,TRUE,2,FALSE,1,0,9,91,1,0.423052757,0.212364006,1208.193928,46.64976378,1411.185264,30.998999,2.17501,41.38773
Barcelona,Spain,Weekend,307.2125119,Private room,FALSE,TRUE,2,TRUE,1,0,10,98,1,1.092112776,0.431848523,664.8736582,25.67154028,1643.837882,36.10959536,2.179,41.38
Barcelona,Spain,Weekend,312.5654572,Private room,FALSE,TRUE,2,TRUE,0,0,10,98,1,2.456505946,0.298513683,278.8431682,10.76645696,653.0407586,14.3451114,2.14305,41.39593
Barcelona,Spain,Weekend,532.0362138,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,92,0,1.144065815,0.701670811,538.3682716,20.78702112,931.1237796,20.45366108,2.17501,41.39673
Barcelona,Spain,Weekend,318.1511392,Private room,FALSE,TRUE,2,TRUE,1,0,10,98,1,2.70009727,0.866273746,250.5303812,9.673267535,539.134055,11.84296382,2.2014,41.39286
Barcelona,Spain,Weekend,266.2508437,Private room,FALSE,TRUE,2,FALSE,0,0,10,94,1,1.122037989,0.125209944,387.9502877,14.97920893,1009.149776,22.16763007,2.15778,41.38298
Barcelona,Spain,Weekend,130.7980543,Private room,FALSE,TRUE,2,FALSE,0,0,9,91,1,1.745197915,0.463067988,639.385168,24.68740022,775.5353907,17.03590692,2.16942,41.40285
Barcelona,Spain,Weekend,532.0362138,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,87,2,1.286207462,0.732339488,547.140524,21.12572792,853.0702365,18.73908698,2.17636,41.39769
Barcelona,Spain,Weekend,130.7980543,Private room,FALSE,TRUE,2,FALSE,1,0,9,85,1,1.239553925,0.543964365,499.3632111,19.28099066,840.5596172,18.46427071,2.17823,41.39643
Barcelona,Spain,Weekend,230.1766472,Private room,FALSE,TRUE,2,TRUE,1,0,10,97,1,1.221603721,0.536725634,415.281489,16.0344982,1129.921062,24.82056947,2.15593,41.39007
Barcelona,Spain,Weekend,1770.661205,Entire home/apt,FALSE,FALSE,6,TRUE,0,1,10,100,3,2.401204578,0.461693641,277.520813,10.7153993,676.2422821,14.85477092,2.19873,41.38724
Barcelona,Spain,Weekend,161.984779,Private room,FALSE,TRUE,2,TRUE,0,0,9,90,1,1.788146859,0.661787313,432.192991,16.68747083,845.0148848,18.56213797,2.16036,41.40151
Barcelona,Spain,Weekend,543.9057882,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,9,94,1,2.403089552,0.60726938,276.8372867,10.68900756,584.7120826,12.84415996,2.19796,41.39219
Barcelona,Spain,Weekend,636.5350152,Entire home/apt,FALSE,FALSE,5,FALSE,0,0,9,94,2,2.160329577,0.280981647,302.9448464,11.69705061,649.8080554,14.27409978,2.1956,41.38984
Barcelona,Spain,Weekend,474.3174995,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,70,3,0.849176532,0.183515628,785.919621,30.34526479,1591.126099,34.95169458,2.17989,41.38536
Barcelona,Spain,Weekend,192.00782,Private room,FALSE,TRUE,2,TRUE,1,0,10,99,1,2.095918313,0.48726564,539.889188,20.84574546,657.5364951,14.44386763,2.169,41.406
Barcelona,Spain,Weekend,235.995066,Private room,FALSE,TRUE,2,FALSE,0,0,10,91,1,1.478379329,0.504146203,344.7353528,13.31063036,846.6814563,18.59874694,2.15293,41.3837
Barcelona,Spain,Weekend,393.0923732,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,80,1,1.807851243,0.212514326,1185.147907,45.75993028,773.7817899,16.9973862,2.17253,41.40331
Barcelona,Spain,Weekend,121.4885843,Private room,FALSE,TRUE,2,FALSE,1,0,9,86,1,2.761015782,0.302136107,279.1441615,10.77807866,521.2656143,11.45045422,2.14325,41.37257
Barcelona,Spain,Weekend,242.9771685,Private room,FALSE,TRUE,3,FALSE,0,0,9,91,2,1.903360377,0.338443873,789.098365,30.46799977,700.4230861,15.38594194,2.17811,41.40316
Barcelona,Spain,Weekend,647.9391161,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,95,2,0.966839936,0.223862988,788.6340771,30.45007308,1723.601533,37.86173479,2.17924,41.38189
Barcelona,Spain,Weekend,242.9771685,Private room,FALSE,TRUE,2,FALSE,1,0,8,92,1,0.862970879,0.262956764,909.2944956,35.10891128,1857.48071,40.80261049,2.17643,41.38105
Barcelona,Spain,Weekend,248.5628506,Private room,FALSE,TRUE,2,FALSE,1,0,10,97,1,1.125894915,0.42986096,628.1508978,24.25363207,1427.686618,31.36147831,2.18336,41.3858
Barcelona,Spain,Weekend,647.9391161,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,93,3,0.892637796,0.161822446,845.2742623,32.63701609,1659.993761,36.46448574,2.18027,41.38491
Barcelona,Spain,Weekend,312.5654572,Private room,FALSE,TRUE,2,FALSE,1,0,10,98,2,1.050054346,0.397578426,631.516233,24.38357155,1443.9841,31.71947922,2.18251,41.38621
Barcelona,Spain,Weekend,652.8265878,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,9,100,1,0.996112672,0.303119912,558.5951713,21.56800509,1323.401784,29.07069088,2.16,41.392
Barcelona,Spain,Weekend,208.2993926,Private room,FALSE,TRUE,2,TRUE,1,0,9,94,1,1.897168707,0.319623503,334.4750071,12.91446655,768.1716341,16.87414993,2.15078,41.37807
Barcelona,Spain,Weekend,203.6446575,Private room,FALSE,TRUE,2,TRUE,1,0,9,96,1,1.715807423,0.661878021,364.9821025,14.09238076,712.2700444,15.64617982,2.189,41.393
Barcelona,Spain,Weekend,161.984779,Private room,FALSE,TRUE,2,TRUE,0,0,10,96,1,2.74849529,0.339585704,261.2181948,10.08593637,555.9837316,12.21309461,2.14012,41.37684
Barcelona,Spain,Weekend,647.9391161,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,97,2,0.911378203,0.148223827,853.116589,32.93981738,1666.970298,36.61773682,2.17906,41.38256
Barcelona,Spain,Weekend,387.5066912,Private room,FALSE,TRUE,2,FALSE,1,0,9,88,1,1.640167456,0.593748584,376.7058517,14.54504826,752.9073321,16.5388445,2.18855,41.39197
Barcelona,Spain,Weekend,185.2584542,Private room,FALSE,TRUE,2,FALSE,1,0,10,89,1,0.411752496,0.334775301,787.8893333,30.42131766,1577.40865,34.65036831,2.17483,41.38637
Barcelona,Spain,Weekend,377.4990109,Private room,FALSE,TRUE,2,FALSE,0,1,10,95,1,0.436756632,0.281922859,582.290051,22.48289178,1432.007937,31.45640317,2.171,41.391
Barcelona,Spain,Weekend,715.2000372,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,95,1,1.403784141,0.197413394,380.5467984,14.69335165,943.8289547,20.73275109,2.16161,41.37619
Barcelona,Spain,Weekend,166.639514,Private room,FALSE,TRUE,4,FALSE,0,1,9,88,1,1.660321149,0.06979059,344.7300723,13.31042647,844.7402429,18.55610501,2.15369,41.37862
Barcelona,Spain,Weekend,185.2584542,Private room,FALSE,TRUE,2,FALSE,0,1,10,94,1,4.051804483,0.858648649,181.9514753,7.025356729,327.0679033,7.184582964,2.14006,41.35845
Barcelona,Spain,Weekend,171.2942491,Private room,FALSE,TRUE,2,FALSE,0,1,10,93,1,4.154877553,0.546725657,177.8503094,6.867005976,322.2697675,7.079184041,2.13657,41.35946
Barcelona,Spain,Weekend,195.4988712,Private room,FALSE,TRUE,2,FALSE,0,1,9,91,1,4.300980738,0.636029672,170.9047535,6.598830032,308.7827754,6.782920138,2.13664,41.35766
Barcelona,Spain,Weekend,156.1663602,Private room,FALSE,TRUE,2,FALSE,0,0,9,88,1,1.807061841,0.258988892,356.0378686,13.74703355,763.3798478,16.76889048,2.16078,41.37242
Barcelona,Spain,Weekend,174.5525636,Private room,FALSE,TRUE,2,FALSE,1,0,10,92,1,3.969301715,0.527953439,187.5491749,7.241490377,341.2385257,7.495863928,2.13643,41.36187
Barcelona,Spain,Weekend,115.6701655,Private room,FALSE,TRUE,2,FALSE,1,0,8,83,1,1.701920412,0.347007304,363.4917164,14.03483523,816.1121322,17.9272416,2.16648,41.37204
Barcelona,Spain,Weekend,150.5806782,Private room,FALSE,TRUE,2,FALSE,1,0,10,94,1,3.812743171,0.488984653,197.6293076,7.630695951,358.2580987,7.869726765,2.13385,41.36622
Barcelona,Spain,Weekend,202.4809738,Private room,FALSE,TRUE,2,FALSE,1,0,10,89,1,1.783597175,0.269463345,351.7100972,13.5799333,831.0356389,18.2550609,2.15405,41.37648
Barcelona,Spain,Weekend,266.2508437,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,3.969027315,0.464238845,188.1199782,7.263529753,341.2577125,7.496285398,2.135,41.363
Barcelona,Spain,Weekend,104.0333279,Private room,FALSE,TRUE,2,FALSE,0,0,9,90,1,3.824423822,0.450659661,209.4018406,8.085247054,368.8553219,8.102512155,2.12856,41.37258
Barcelona,Spain,Weekend,347.0104964,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,2.477903111,0.258610715,339.1363532,13.09444651,591.1603116,12.98580589,2.14707,41.37301
Barcelona,Spain,Weekend,404.9619475,Private room,FALSE,TRUE,3,FALSE,0,0,9,87,1,3.336088878,0.128784697,250.3378195,9.665832505,451.3935947,9.915600699,2.13054,41.38275
Barcelona,Spain,Weekend,173.6216166,Private room,FALSE,TRUE,2,TRUE,0,0,10,98,1,1.804185253,0.212825478,357.143473,13.78972222,765.477128,16.81496068,2.15973,41.37285
Barcelona,Spain,Weekend,161.984779,Private room,FALSE,TRUE,2,FALSE,0,0,9,88,1,3.687620254,0.499935292,205.5349266,7.935941035,375.4874767,8.248198312,2.13359,41.36841
Barcelona,Spain,Weekend,161.984779,Private room,FALSE,TRUE,2,FALSE,0,0,10,96,1,1.521944936,0.082246009,369.3327732,14.26036518,882.4416108,19.38427739,2.16052,41.37544
Barcelona,Spain,Weekend,142.2021551,Private room,FALSE,TRUE,2,FALSE,1,0,9,88,1,3.137399159,0.284481615,249.5109762,9.633907132,435.6621089,9.57003281,2.14284,41.36765
Barcelona,Spain,Weekend,555.309889,Private room,FALSE,TRUE,2,FALSE,1,0,10,97,1,1.56534801,0.299422103,359.2993527,13.87296322,855.0541084,18.78266598,2.157,41.377
Barcelona,Spain,Weekend,185.2584542,Private room,FALSE,TRUE,2,FALSE,0,1,9,87,1,1.693724264,0.312424016,365.4198461,14.10928254,802.5182094,17.62862879,2.16783,41.37197
Barcelona,Spain,Weekend,647.7063793,Private room,FALSE,TRUE,3,FALSE,1,0,9,91,1,1.565338829,0.299423843,359.2997884,13.87298005,855.0559027,18.78270539,2.157,41.377
Barcelona,Spain,Weekend,232.5040147,Private room,FALSE,TRUE,2,FALSE,1,0,9,90,1,3.345475531,0.079896131,228.1093791,8.807566736,407.9467709,8.961219952,2.14019,41.36705
Barcelona,Spain,Weekend,150.5806782,Private room,FALSE,TRUE,3,FALSE,1,0,9,91,1,3.996230764,0.472141993,205.5526277,7.936624498,351.3422232,7.717808217,2.12621,41.37274
Barcelona,Spain,Weekend,131.9617381,Private room,FALSE,TRUE,2,FALSE,1,0,9,90,1,4.05411529,0.435832846,208.4790132,8.049615624,347.8244534,7.640534632,2.12502,41.37353
Barcelona,Spain,Weekend,977.7270929,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,10,92,3,1.665270006,0.299744861,367.786474,14.20066078,837.6756043,18.40091863,2.167,41.37231
Barcelona,Spain,Weekend,111.0154304,Private room,FALSE,TRUE,2,FALSE,0,0,10,89,1,3.883318159,0.396822428,206.0757201,7.956821698,361.3174948,7.936931418,2.12805,41.37215
Barcelona,Spain,Weekend,203.6446575,Private room,FALSE,TRUE,2,FALSE,1,0,10,95,1,3.459102688,0.197252127,226.3294705,8.738842407,419.8744986,9.223232056,2.13217,41.37455
Barcelona,Spain,Weekend,404.9619475,Private room,FALSE,TRUE,2,TRUE,0,1,10,100,1,4.177437112,0.154343425,225.8278865,8.719475671,343.4197127,7.543777279,2.12237,41.37581
Barcelona,Spain,Weekend,106.5934322,Private room,FALSE,TRUE,2,FALSE,1,0,9,93,1,4.114603516,0.335855054,210.0608197,8.110690999,343.784889,7.551798976,2.124,41.374
Barcelona,Spain,Weekend,326.2969255,Private room,FALSE,TRUE,2,FALSE,0,0,10,98,1,1.675249053,0.3593756,364.9792506,14.09227064,850.7171852,18.68739835,2.16559,41.37242
Barcelona,Spain,Weekend,630.7165965,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,92,2,1.82045789,0.39318448,360.6338878,13.92449117,849.9099208,18.66966546,2.15558,41.37486
Barcelona,Spain,Weekend,324.2022948,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,3.096025532,0.273640681,248.7886625,9.606017766,447.7586335,9.835752815,2.1413,41.36953
Barcelona,Spain,Weekend,138.9438406,Private room,FALSE,TRUE,2,TRUE,0,0,10,99,0,1.838303605,0.273429047,355.5266016,13.72729294,757.4988412,16.63970452,2.16036,41.37226
Barcelona,Spain,Weekend,161.984779,Private room,FALSE,TRUE,2,FALSE,1,0,9,83,0,4.131944904,0.43339352,179.4048292,6.927027779,327.5162988,7.194432707,2.13545,41.36054
Barcelona,Spain,Weekend,138.9438406,Private room,FALSE,TRUE,2,FALSE,1,0,8,74,1,2.934881816,0.359177512,253.9779588,9.806382491,494.5043322,10.86259876,2.13996,41.37348
Barcelona,Spain,Weekend,202.4809738,Private room,FALSE,TRUE,2,FALSE,1,0,9,88,1,1.956281804,0.275711988,356.8664699,13.7790268,782.8373296,17.19630598,2.15218,41.37573
Barcelona,Spain,Weekend,159.6574115,Private room,FALSE,TRUE,4,FALSE,1,0,10,92,1,4.064569504,0.425267492,208.2672444,8.041438983,346.892549,7.620063825,2.12488,41.37354
Barcelona,Spain,Weekend,358.647334,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,3.250390598,0.397871321,232.2261738,8.966520935,431.9360991,9.488184894,2.13772,41.37084
Barcelona,Spain,Weekend,492.9364396,Private room,FALSE,TRUE,4,FALSE,1,0,10,96,1,3.233241279,0.193327097,233.0159015,8.997013234,453.4765354,9.961355908,2.13617,41.37305
Barcelona,Spain,Weekend,1117.834617,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,80,1,2.967911632,0.243353165,247.4739647,9.555255764,528.4875614,11.60909613,2.13694,41.37743
Barcelona,Spain,Weekend,208.2993926,Private room,FALSE,TRUE,2,TRUE,0,0,10,98,1,3.090880645,0.323143796,242.3439289,9.357179151,466.2939555,10.24291156,2.13835,41.37277
Barcelona,Spain,Weekend,254.6140061,Private room,FALSE,TRUE,2,FALSE,0,1,10,96,1,1.786567048,0.295413519,356.2964575,13.75701797,781.9662642,17.1771716,2.16174,41.3723
Barcelona,Spain,Weekend,208.2993926,Private room,FALSE,TRUE,3,FALSE,0,0,9,80,1,1.89902812,0.308778061,340.0995807,13.13163784,784.236386,17.22703855,2.15123,41.37752
Barcelona,Spain,Weekend,127.307003,Private room,FALSE,TRUE,2,FALSE,1,0,10,93,1,4.236420209,0.391962339,174.5905993,6.741144798,318.413557,6.994476053,2.13475,41.35974
Barcelona,Spain,Weekend,138.9438406,Private room,FALSE,TRUE,2,FALSE,1,0,10,96,1,4.30334178,0.298002354,171.9566543,6.639445138,313.1790573,6.87949168,2.13357,41.35977
Barcelona,Spain,Weekend,142.4348919,Private room,FALSE,TRUE,2,FALSE,1,0,7,73,2,4.005845002,0.353870227,224.0146262,8.649463593,359.1191047,7.888640175,2.12477,41.37527
Barcelona,Spain,Weekend,601.159029,Private room,FALSE,TRUE,2,FALSE,0,1,2,20,1,1.489084956,0.180260123,358.9091644,13.8578976,876.0379786,19.24361111,2.1565,41.3784
Barcelona,Spain,Weekend,208.5321293,Private room,FALSE,TRUE,2,FALSE,1,0,10,96,1,3.308083714,0.124147005,229.7098311,8.869362037,416.6764972,9.152982709,2.13906,41.36858
Barcelona,Spain,Weekend,439.6397235,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,8,100,2,1.783483533,0.426765536,357.4105646,13.80003493,764.3129452,16.78938749,2.16621,41.37133
Barcelona,Spain,Weekend,115.6701655,Private room,FALSE,TRUE,2,FALSE,0,0,9,92,1,3.08377323,0.170233595,247.0882091,9.540361292,485.6163648,10.66735998,2.1338,41.38187
Barcelona,Spain,Weekend,248.5628506,Private room,FALSE,TRUE,3,FALSE,1,0,10,88,1,2.608674532,0.412826107,329.0023662,12.70316156,544.3891385,11.95840035,2.14675,41.37148
Barcelona,Spain,Weekend,111.0154304,Private room,FALSE,TRUE,3,FALSE,0,0,8,85,1,3.891268,0.568807164,214.0256446,8.263777472,364.3570855,8.003701014,2.12696,41.37383
Barcelona,Spain,Weekend,104.0333279,Private room,FALSE,TRUE,2,FALSE,1,0,6,71,1,2.311191281,0.191228883,276.3512369,10.67024062,616.3566605,13.53928502,2.14273,41.38379
Barcelona,Spain,Weekend,399.1435288,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,98,1,2.846299466,0.534920625,291.3962245,11.25114497,488.3505811,10.72742152,2.14522,41.36957
Barcelona,Spain,Weekend,671.2127912,Entire home/apt,FALSE,FALSE,6,TRUE,0,1,10,90,3,2.746364663,0.492688704,297.5961323,11.49053058,513.2943656,11.27535266,2.14513,41.37099
Barcelona,Spain,Weekend,145.9259432,Private room,FALSE,TRUE,2,FALSE,1,0,7,79,1,4.008587546,0.329645756,251.3473639,9.704812184,366.5671745,8.052249245,2.124,41.377
Barcelona,Spain,Weekend,134.2891056,Private room,FALSE,TRUE,2,FALSE,1,0,8,86,1,4.043677533,0.364047167,291.4578355,11.25352384,364.2440776,8.001218611,2.12313,41.3782
Barcelona,Spain,Weekend,439.6397235,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,6,100,2,1.597670289,0.241685233,375.8767281,14.51303485,889.6834901,19.54335715,2.16697,41.37293
Barcelona,Spain,Weekend,219.9362301,Private room,FALSE,TRUE,2,FALSE,0,0,9,96,1,1.648647895,0.27337893,374.2044511,14.4484663,813.4229869,17.86817011,2.1692,41.3723
Barcelona,Spain,Weekend,208.5321293,Private room,FALSE,TRUE,2,TRUE,1,0,10,98,1,3.637363038,0.254331417,215.2491709,8.311019236,389.0693273,8.54654594,2.13097,41.37269
Barcelona,Spain,Weekend,430.3302535,Private room,FALSE,TRUE,2,FALSE,1,0,10,95,1,3.266800725,0.308929739,230.7930366,8.911185852,433.8547729,9.53033171,2.13681,41.37163
Barcelona,Spain,Weekend,254.6140061,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,1.922393653,0.457038367,352.7120844,13.61862118,702.3409165,15.42807024,2.16217,41.37086
Barcelona,Spain,Weekend,254.6140061,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,1.920497579,0.474439254,352.5835615,13.61365876,702.4531535,15.4305357,2.1625,41.37079
Barcelona,Spain,Weekend,248.5628506,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,3.448084421,0.109785711,221.6050351,8.556426496,412.1331175,9.05317992,2.13375,41.37235
Barcelona,Spain,Weekend,237.1587497,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,3.542892679,0.167724746,219.8010392,8.486772129,402.5882727,8.84351175,2.13189,41.37321
Barcelona,Spain,Weekend,177.1126679,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,1.729008313,0.397750973,359.4371916,13.87828534,809.5593693,17.78329941,2.16377,41.37229
Barcelona,Spain,Weekend,185.2584542,Private room,FALSE,TRUE,2,FALSE,0,0,10,98,1,3.664433033,0.395222389,208.3228081,8.043584363,381.3396065,8.376749944,2.13264,41.3699
Barcelona,Spain,Weekend,198.9899225,Private room,FALSE,TRUE,3,FALSE,0,0,10,96,1,3.953588307,0.397016721,265.4695355,10.25008555,373.5423365,8.205470119,2.12446,41.37759
Barcelona,Spain,Weekend,485.954337,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,84,1,1.079373462,0.343384611,472.8890296,18.25879191,1141.320461,25.07097595,2.16725,41.37764
Barcelona,Spain,Weekend,410.7803663,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,78,2,3.467094621,0.082789399,222.3955644,8.586949745,412.812433,9.068102201,2.13292,41.37318
Barcelona,Spain,Weekend,297.4375684,Private room,FALSE,TRUE,2,FALSE,1,0,9,90,1,0.768467341,0.38194025,624.2169229,24.10173675,1392.44059,30.58724149,2.16897,41.38026
Barcelona,Spain,Weekend,111.0154304,Private room,FALSE,TRUE,2,FALSE,0,1,7,80,1,4.05275514,0.298532876,256.2563846,9.894355144,362.1112677,7.954367942,2.12337,41.37721
Barcelona,Spain,Weekend,108.9207997,Private room,FALSE,TRUE,3,FALSE,0,1,10,87,1,3.875414731,0.475277512,268.5454367,10.36884965,394.2998524,8.661443002,2.12532,41.37789
Barcelona,Spain,Weekend,101.9386971,Private room,FALSE,TRUE,4,FALSE,0,1,10,100,1,4.023576463,0.325277529,258.0638971,9.964145292,365.2403751,8.023103918,2.12371,41.37727
Barcelona,Spain,Weekend,190.8441362,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,1.866197973,0.272264329,359.7950358,13.89210212,743.2717134,16.32718233,2.158,41.37297
Barcelona,Spain,Weekend,138.9438406,Private room,FALSE,TRUE,2,FALSE,0,0,10,91,1,1.769425147,0.288945125,356.9924165,13.78388975,797.5423472,17.51932581,2.16189,41.37242
Barcelona,Spain,Weekend,144.5295227,Private room,FALSE,TRUE,2,FALSE,0,1,7,80,1,3.126869076,0.273623386,245.4430027,9.476837972,481.98815,10.58766029,2.13384,41.37999
Barcelona,Spain,Weekend,161.984779,Private room,FALSE,TRUE,2,FALSE,0,0,10,93,1,3.719916157,0.61608699,236.1021926,9.116178501,389.9027596,8.564853647,2.12783,41.37649
Barcelona,Spain,Weekend,399.1435288,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,90,2,3.407377728,0.28890559,230.9360389,8.916707336,433.6171826,9.52511265,2.13224,41.37562
Barcelona,Spain,Weekend,485.954337,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,100,0,3.418883489,0.358755924,232.6339582,8.982265963,429.3582535,9.431558287,2.13181,41.37616
Barcelona,Spain,Weekend,645.8444853,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,6,80,1,1.758643125,0.173032175,358.1413123,13.82824994,831.9042691,18.27414179,2.16009,41.37317
Barcelona,Spain,Weekend,1099.448414,Entire home/apt,FALSE,FALSE,5,FALSE,0,0,9,90,4,1.572919898,0.031562053,366.6232495,14.15574734,862.0839736,18.9370885,2.1606,41.37487
Barcelona,Spain,Weekend,159.6574115,Private room,FALSE,TRUE,2,FALSE,1,0,9,92,1,3.224824899,0.14145672,238.3685451,9.20368499,425.201525,9.340248927,2.141,41.368
Barcelona,Spain,Weekend,143.3658389,Private room,FALSE,TRUE,2,FALSE,1,0,6,80,1,2.785439842,0.415804803,283.3513105,10.94052155,509.2800881,11.18717247,2.14392,41.37154
Barcelona,Spain,Weekend,138.9438406,Private room,FALSE,TRUE,2,FALSE,1,0,9,89,1,3.630905567,0.35340284,207.9413006,8.028853919,378.610606,8.316802971,2.13522,41.36757
Barcelona,Spain,Weekend,115.6701655,Private room,FALSE,TRUE,2,FALSE,1,0,6,66,1,3.941703748,0.405128298,263.1532097,10.16064953,375.5340754,8.24922193,2.12463,41.37753
Barcelona,Spain,Weekend,433.8213047,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,99,0,0.32781309,0.306781266,631.7043007,24.39083306,1558.457397,34.23407296,2.16913,41.38426
Barcelona,Spain,Weekend,202.4809738,Private room,FALSE,TRUE,2,FALSE,0,0,10,93,1,4.103317563,0.556706025,180.3412952,6.963185815,326.5997056,7.174298235,2.13683,41.35991
Barcelona,Spain,Weekend,277.6549445,Private room,FALSE,TRUE,2,TRUE,0,0,10,95,1,2.078866376,0.484513683,359.0699184,13.8641045,649.3906203,14.26493013,2.1583,41.37062
Barcelona,Spain,Weekend,108.6880629,Private room,FALSE,TRUE,2,FALSE,0,0,8,88,1,3.661736654,0.425134378,208.0093478,8.031481298,381.4148379,8.378402525,2.13295,41.36957
Barcelona,Spain,Weekend,1038.936859,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,99,2,3.319747659,0.171354223,227.8756247,8.798541209,430.8780629,9.464943394,2.13549,41.37237
Barcelona,Spain,Weekend,173.6216166,Private room,FALSE,TRUE,2,FALSE,1,0,9,95,1,1.676329981,0.407730426,344.7537924,13.31134233,942.2730433,20.69857295,2.15079,41.39143
Barcelona,Spain,Weekend,132.8926851,Private room,FALSE,TRUE,2,FALSE,1,0,9,84,1,2.591889556,0.403786185,363.6402502,14.04057029,585.3208454,12.85753243,2.15407,41.40716
Barcelona,Spain,Weekend,189.6804524,Private room,FALSE,TRUE,2,TRUE,0,0,10,96,1,4.383654831,0.443595728,182.1059722,7.031322031,340.7360696,7.484826657,2.12,41.399
Barcelona,Spain,Weekend,138.9438406,Private room,FALSE,TRUE,2,TRUE,1,0,10,97,1,3.104348068,0.466438823,389.150461,15.02554901,470.8749361,10.34354032,2.15025,41.41081
Barcelona,Spain,Weekend,115.6701655,Private room,FALSE,TRUE,2,TRUE,0,0,10,97,1,7.810994541,4.039110542,103.7144438,4.00453453,173.8758037,3.819467226,2.09347,41.4275
Barcelona,Spain,Weekend,328.6242931,Private room,FALSE,TRUE,4,FALSE,1,0,9,92,1,2.005641326,0.64053746,408.5131337,15.77316418,799.3387405,17.55878654,2.15996,41.40354
Barcelona,Spain,Weekend,237.1587497,Private room,FALSE,TRUE,2,TRUE,1,0,10,99,1,3.46538859,0.166575617,241.1627644,9.311573027,439.4319749,9.652844101,2.13726,41.40627
Barcelona,Spain,Weekend,277.6549445,Private room,FALSE,TRUE,3,FALSE,0,0,9,90,1,2.509708356,0.328727551,273.7152309,10.56846137,624.6953452,13.72245791,2.14222,41.39568
Barcelona,Spain,Weekend,254.6140061,Private room,FALSE,TRUE,2,FALSE,0,0,10,98,1,2.454979314,0.535503141,379.1793055,14.64055117,627.7957958,13.79056439,2.15583,41.4065
Barcelona,Spain,Weekend,451.5092978,Private room,FALSE,TRUE,2,FALSE,0,0,2,20,1,1.599826534,0.490385436,360.4658479,13.91800295,1004.132983,22.05742799,2.152,41.392
Barcelona,Spain,Weekend,173.6216166,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,1.798135236,0.465790818,412.8966272,15.94241593,986.7081367,21.67466266,2.15763,41.40038
Barcelona,Spain,Weekend,167.8031978,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,2.655722748,0.1552992,342.2330316,13.21401284,573.3702785,12.59501863,2.15125,41.40644
